TripID_out,DayID,IndividualID,Age_Group,Gender,Segment,TravDay,TripPurpFrom_B01ID_out,TripPurpTo_B01ID_out,TripStart_out,TripEnd_out,TripDisExSW_out,TripTravTime_out,Average_Speed_mph_out,TripStart_return,TripEnd_return,TripDisExSW_return,TripTravTime_return,Average_Speed_mph_return
2023031183,2023016270,2023002673,60+,Male,Male 60+,2,23,1,385,428,41.9,43,58.5,935,1004,41.2,69,35.8
2023042654,2023022776,2023003749,40-49,Female,Female 40-49,5,23,1,790,825,30,35,51.4,1270,1305,30,35,51.4
2023001770,2023001012,2023000169,30-39,Female,Female 30-39,4,23,1,415,465,35,50,42,980,1035,35,55,38.2
2023191294,2023098011,2023016466,50-59,Male,Male 50-59,4,23,1,461,521,27,60,27,1106,1171,27,55,29.5
2023039380,2023021036,2023003435,30-39,Female,Female 30-39,1,23,1,481,517,11,36,18.3,875,904,11,29,22.8
2023155900,2023079805,2023013416,30-39,Male,Male 30-39,5,23,1,490,520,16,30,32,1021,1050,16,29,33.1
2023080948,2023041879,2023006993,50-59,Male,Male 50-59,5,23,1,420,465,17,45,22.7,990,1020,17,30,34
2023174636,2023088908,2023014944,40-49,Male,Male 40-49,1,23,1,310,330,13,20,39,1020,1055,13,35,22.3
2023030085,2023015717,2023002594,40-49,Male,Male 40-49,2,23,1,490,530,14,40,21,930,960,14,30,28
2023127197,2023065626,2023010980,30-39,Male,Male 30-39,1,23,1,390,420,16,26,36.9,1050,1080,16,26,36.9
2023003338,2023001800,2023000295,40-49,Male,Male 40-49,1,23,1,480,525,35,45,46.7,1020,1080,35,60,35
2023007601,2023004161,2023000682,40-49,Male,Male 40-49,3,23,1,360,465,49,105,28,1035,1150,51,115,26.6
2023102591,2023053789,2023009000,40-49,Male,Male 40-49,1,23,1,420,450,13,30,26,930,960,13,30,26
2023184296,2023094364,2023015864,30-39,Male,Male 30-39,4,23,1,780,810,18,30,36,1020,1050,18,30,36
2023170002,2023086818,2023014584,40-49,Female,Female 40-49,4,23,1,418,436,10,18,33.3,990,1013,10,23,26.1
2023104142,2023054456,2023009115,60+,Male,Male 60+,3,23,1,370,415,27,45,36,990,1040,27,50,32.4
2023103417,2023054142,2023009054,60+,Male,Male 60+,4,23,1,410,430,10,20,30,1020,1040,10,20,30
2023041496,2023022333,2023003671,60+,Female,Female 60+,3,23,1,220,240,11,20,33,460,480,11,20,33
2023118801,2023061703,2023010344,40-49,Female,Female 40-49,5,23,1,470,505,20,35,34.3,805,840,20,35,34.3
2023133432,2023068520,2023011466,60+,Male,Male 60+,4,23,1,300,330,11,30,22,870,900,11,30,22
2023136030,2023069856,2023011711,21-29,Male,Male 21-29,3,23,1,480,510,11,30,22,1020,1050,11,30,22
2023077302,2023040190,2023006728,40-49,Male,Male 40-49,3,23,1,383,414,17,31,32.9,900,927,17,27,37.8
2023183547,2023093881,2023015788,40-49,Female,Female 40-49,4,23,1,430,480,26,50,31.2,1020,1075,26,55,28.4
2023110907,2023057900,2023009711,21-29,Male,Male 21-29,3,23,1,618,649,15,28,32.1,1186,1214,15,28,32.1
2023065530,2023034413,2023005771,50-59,Male,Male 50-59,1,23,1,360,375,10,15,40,435,450,10,15,40
2023014454,2023007564,2023001234,40-49,Male,Male 40-49,4,23,1,295,320,10,25,24,870,905,10,35,17.1
2023196429,2023100717,2023016932,30-39,Male,Male 30-39,1,23,1,485,572,19,87,13.1,1047,1102,18,55,19.6
2023098721,2023051955,2023008677,50-59,Male,Male 50-59,1,23,1,420,490,70,70,60,1080,1140,73,60,73
2023034829,2023018187,2023002986,60+,Male,Male 60+,1,23,1,465,510,15,45,20,1050,1110,15,60,15
2023004107,2023002186,2023000353,50-59,Male,Male 50-59,2,23,1,405,450,32,45,42.7,930,975,32,45,42.7
2023100363,2023052712,2023008809,40-49,Male,Male 40-49,2,23,1,475,515,19,40,28.5,1035,1080,25,45,33.3
2023158058,2023080902,2023013605,50-59,Male,Male 50-59,3,23,1,300,330,19,30,38,600,630,19,30,38
2023118921,2023061748,2023010353,40-49,Male,Male 40-49,1,23,1,405,435,16,30,32,960,990,16,30,32
2023067624,2023035452,2023005941,40-49,Female,Female 40-49,4,23,1,470,500,11,30,22,960,990,11,30,22
2023056972,2023029858,2023004991,40-49,Female,Female 40-49,3,23,1,455,475,12,20,36,1005,1025,12,20,36
2023167804,2023085704,2023014407,50-59,Male,Male 50-59,3,23,1,420,480,22,60,22,1020,1080,22,60,22
2023003699,2023002010,2023000325,21-29,Female,Female 21-29,1,23,1,480,510,11,30,22,960,1020,11,60,11
2023173930,2023088629,2023014904,30-39,Male,Male 30-39,2,23,1,330,360,13,30,26,720,750,13,30,26
2023161467,2023082469,2023013885,50-59,Male,Male 50-59,2,23,1,385,420,13,35,22.3,975,1035,13,60,13
2023003705,2023002013,2023000325,21-29,Female,Female 21-29,4,23,1,420,460,11,40,16.5,1080,1130,11,50,13.2
2023030093,2023015719,2023002594,40-49,Male,Male 40-49,4,23,1,490,525,14,35,24,930,960,14,30,28
2023152997,2023078247,2023013164,40-49,Male,Male 40-49,1,23,1,300,335,26,35,44.6,840,885,26,45,34.7
2023088768,2023046300,2023007724,40-49,Female,Female 40-49,2,23,1,476,502,17,26,39.2,1043,1068,18,25,43.2
2023132701,2023068104,2023011399,40-49,Male,Male 40-49,1,23,1,750,795,22,40,33,1350,1390,22,40,33
2023006898,2023003855,2023000636,30-39,Male,Male 30-39,5,23,1,430,475,30,45,40,1020,1070,30,50,36
2023134000,2023068804,2023011541,40-49,Male,Male 40-49,1,23,1,375,415,13,40,19.5,960,1000,13,40,19.5
2023024284,2023012647,2023002098,50-59,Female,Female 50-59,5,23,1,485,515,13,30,26,1005,1040,13,35,22.3
2023188213,2023096384,2023016198,50-59,Female,Female 50-59,1,23,1,440,500,10,60,10,1035,1100,10,65,9.2
2023064646,2023033785,2023005667,50-59,Male,Male 50-59,3,23,1,390,450,10,60,10,1050,1110,10,60,10
2023189937,2023097296,2023016341,40-49,Male,Male 40-49,3,23,1,540,615,51,75,40.8,930,1010,54,80,40.5
2023013875,2023007262,2023001185,30-39,Female,Female 30-39,3,23,1,461,504,19.01,43,26.5,1072,1117,16.55,44,22.6
2023016615,2023008674,2023001416,60+,Male,Male 60+,1,23,1,390,410,13,20,39,960,985,16,25,38.4
2023189512,2023097087,2023016311,30-39,Male,Male 30-39,4,23,1,480,510,17,30,34,965,1000,17,35,29.1
2023200249,2023102562,2023017221,30-39,Male,Male 30-39,5,23,1,420,470,31,50,37.2,1010,1060,31,50,37.2
2023174838,2023088996,2023014956,30-39,Male,Male 30-39,5,23,1,390,412,11,22,30,1380,1400,11,20,33
2023064548,2023033694,2023005651,50-59,Female,Female 50-59,3,23,1,1018,1036,12,18,40,1176,1194,11,18,36.7
2023050109,2023026469,2023004391,30-39,Female,Female 30-39,2,23,1,740,767,12,27,26.7,1380,1411,12,31,23.2
2023059313,2023031091,2023005181,30-39,Male,Male 30-39,4,23,1,360,445,60,85,42.4,960,1045,60,85,42.4
2023151938,2023077752,2023013090,21-29,Male,Male 21-29,3,23,1,210,240,30,30,60,1050,1090,30,40,45
2023078850,2023040794,2023006817,40-49,Male,Male 40-49,5,23,1,255,285,10,30,20,840,885,10,45,13.3
2023085997,2023044755,2023007467,60+,Female,Female 60+,4,23,1,360,390,22,30,44,1170,1200,22,30,44
2023036850,2023019450,2023003177,30-39,Male,Male 30-39,4,23,1,456,488,19,26,43.8,1098,1124,19,26,43.8
2023000526,2023000298,2023000043,30-39,Male,Male 30-39,4,23,1,450,495,30,45,40,960,1020,30,60,30
2023047470,2023025148,2023004169,50-59,Male,Male 50-59,4,23,1,375,420,26,45,34.7,900,940,26,40,39
2023190142,2023097366,2023016351,21-29,Male,Male 21-29,3,23,1,425,447,12,22,32.7,1055,1081,12,26,27.7
2023131346,2023067520,2023011309,50-59,Female,Female 50-59,5,23,1,375,420,22,45,29.3,1080,1140,22,60,22
2023028190,2023014838,2023002450,40-49,Male,Male 40-49,5,23,1,480,525,10,45,13.3,1035,1080,10,45,13.3
2023096722,2023050851,2023008494,30-39,Female,Female 30-39,3,23,1,485,525,18,40,27,735,775,18,40,27
2023080491,2023041640,2023006953,50-59,Female,Female 50-59,4,23,1,435,480,11,45,14.7,990,1035,11,45,14.7
2023137702,2023070729,2023011845,60+,Male,Male 60+,1,23,1,430,475,22,45,29.3,1050,1090,22,40,33
2023080962,2023041889,2023006995,30-39,Male,Male 30-39,1,23,1,450,470,15,20,45,970,990,15,20,45
2023021794,2023011266,2023001869,50-59,Female,Female 50-59,3,23,1,440,475,18,35,30.9,960,1005,18,45,24
2023140669,2023072243,2023012103,40-49,Female,Female 40-49,3,23,1,415,435,15,20,45,955,980,15,25,36
2023161084,2023082316,2023013848,21-29,Male,Male 21-29,3,23,1,355,410,36,55,39.3,1175,1230,36,55,39.3
2023050105,2023026468,2023004391,30-39,Female,Female 30-39,1,23,1,735,765,12,30,24,1382,1408,12,26,27.7
2023132093,2023067814,2023011353,21-29,Female,Female 21-29,5,23,1,510,540,13,30,26,960,990,13,30,26
2023189508,2023097085,2023016311,30-39,Male,Male 30-39,2,23,1,480,510,17,30,34,960,1000,17,40,25.5
2023055705,2023029221,2023004870,40-49,Female,Female 40-49,3,23,1,470,525,20,55,21.8,1080,1115,20,35,34.3
2023079478,2023041098,2023006875,21-29,Male,Male 21-29,1,23,1,460,510,30,50,36,1080,1135,30,55,32.7
2023057257,2023029971,2023005007,60+,Male,Male 60+,4,23,1,600,630,13,30,26,1080,1110,13,30,26
2023104321,2023054526,2023009125,40-49,Female,Female 40-49,3,23,1,510,580,52.1,70,44.7,1050,1110,52.1,60,52.1
2023172644,2023088072,2023014811,30-39,Male,Male 30-39,5,23,1,375,420,26,45,34.7,990,1045,26,55,28.4
2023006888,2023003852,2023000636,30-39,Male,Male 30-39,2,23,1,430,475,30,45,40,1020,1075,30,50,36
2023071078,2023037258,2023006239,30-39,Female,Female 30-39,4,23,1,445,480,15,35,25.7,1035,1070,15,35,25.7
2023081893,2023042404,2023007078,30-39,Male,Male 30-39,5,23,1,510,555,27,45,36,1050,1090,27,40,40.5
2023062708,2023032882,2023005511,30-39,Male,Male 30-39,3,23,1,474,499,13,23,33.9,933,957,15,24,37.5
2023040697,2023021884,2023003580,50-59,Male,Male 50-59,2,23,1,465,490,13,25,31.2,1070,1100,13,30,26
2023157766,2023080750,2023013579,21-29,Female,Female 21-29,5,23,1,450,475,17,25,40.8,1020,1050,17,30,34
2023126285,2023065161,2023010903,50-59,Female,Female 50-59,5,23,1,456,490,11,34,19.4,1101,1133,11,32,20.6
2023013406,2023007047,2023001147,30-39,Female,Female 30-39,5,23,1,435,460,10,25,24,1020,1045,10,25,24
2023195011,2023099858,2023016787,21-29,Female,Female 21-29,3,23,1,480,510,28,30,56,1020,1050,28,30,56
2023008308,2023004580,2023000753,60+,Male,Male 60+,2,23,1,420,480,30,60,30,900,960,30,60,30
2023161465,2023082468,2023013885,50-59,Male,Male 50-59,1,23,1,435,475,13,40,19.5,895,944,13,49,15.9
2023003703,2023002012,2023000325,21-29,Female,Female 21-29,3,23,1,450,495,11,45,14.7,1080,1125,11,45,14.7
2023017014,2023008892,2023001451,30-39,Male,Male 30-39,2,23,1,405,460,40,55,43.6,995,1070,40,70,34.3
2023012393,2023006548,2023001061,50-59,Male,Male 50-59,3,23,1,500,525,10,25,24,1025,1050,10,25,24
2023056968,2023029856,2023004991,40-49,Female,Female 40-49,1,23,1,450,467,12,17,42.4,1020,1040,12,20,36
2023000547,2023000339,2023000051,50-59,Female,Female 50-59,3,23,1,405,450,26,45,34.7,990,1050,26,60,26
2023178538,2023090924,2023015304,40-49,Male,Male 40-49,1,23,1,560,620,11,60,11,960,1020,11,60,11
2023027955,2023014654,2023002416,50-59,Male,Male 50-59,3,23,1,375,395,11.2,20,33.6,945,965,11.2,20,33.6
2023135844,2023069788,2023011701,30-39,Female,Female 30-39,5,23,1,570,630,38,60,38,1080,1140,38,60,38
2023187957,2023096233,2023016175,50-59,Male,Male 50-59,4,23,1,450,475,10,25,24,990,1020,10,30,20
2023035741,2023018875,2023003092,60+,Male,Male 60+,3,23,1,390,420,18,30,36,1020,1050,18,30,36
2023156621,2023080172,2023013480,30-39,Female,Female 30-39,1,23,1,510,540,20.3,30,40.6,1020,1050,20.3,30,40.6
2023010608,2023005659,2023000932,21-29,Female,Female 21-29,3,23,1,410,470,38,48,47.5,960,1005,38,45,50.7
2023090884,2023047371,2023007928,60+,Male,Male 60+,2,23,1,525,570,26,45,34.7,1095,1170,27.2,50,32.6
2023132613,2023068063,2023011393,50-59,Female,Female 50-59,2,23,1,735,758,12,23,31.3,770,795,12,23,31.3
2023009313,2023005062,2023000837,30-39,Female,Female 30-39,1,23,1,420,445,10,25,24,1035,1060,10,25,24
2023188748,2023096673,2023016245,60+,Female,Female 60+,3,23,1,420,450,14,28,30,1020,1050,14,28,30
2023190910,2023097821,2023016422,60+,Male,Male 60+,3,23,1,300,375,62,75,49.6,1080,1185,62,85,43.8
2023024282,2023012646,2023002098,50-59,Female,Female 50-59,4,23,1,470,510,13,40,19.5,1010,1040,13,30,26
2023121377,2023062935,2023010535,50-59,Female,Female 50-59,5,23,1,435,460,14,25,33.6,990,1010,14,20,42
2023161785,2023082588,2023013906,21-29,Male,Male 21-29,2,23,1,455,479,17.2,24,43,1269,1290,16.5,21,47.1
2023165511,2023084603,2023014228,50-59,Male,Male 50-59,1,23,1,900,975,15,75,12,1410,45,15,75,12
2023152449,2023077981,2023013125,21-29,Male,Male 21-29,1,23,1,465,525,11,60,11,1065,1105,11,40,16.5
2023198149,2023101525,2023017068,50-59,Female,Female 50-59,4,23,1,420,450,26,30,52,900,960,26,60,26
2023060604,2023031819,2023005314,50-59,Male,Male 50-59,4,23,1,440,475,14,35,24,1080,1105,14,25,33.6
2023005065,2023002690,2023000439,50-59,Male,Male 50-59,2,23,1,360,420,46,60,46,990,1080,46,65,42.5
2023121837,2023063164,2023010570,21-29,Male,Male 21-29,3,23,1,442,501,27,59,27.5,940,996,26,56,27.9
2023102324,2023053642,2023008970,50-59,Male,Male 50-59,1,23,1,395,416,11,21,31.4,945,976,11,31,21.3
2023116874,2023060756,2023010187,30-39,Male,Male 30-39,3,23,1,390,480,50,90,33.3,990,1080,50,90,33.3
2023031669,2023016563,2023002716,60+,Male,Male 60+,1,23,1,400,430,13,30,26,1020,1065,13,45,17.3
2023120929,2023062694,2023010501,50-59,Female,Female 50-59,2,23,1,490,550,16,60,16,1050,1110,16,60,16
2023110729,2023057822,2023009699,50-59,Male,Male 50-59,2,23,1,390,420,12.5,30,25,720,750,12.5,30,25
2023120233,2023062343,2023010440,40-49,Female,Female 40-49,1,23,1,465,530,11,50,13.2,1050,1110,11,60,11
2023183138,2023093514,2023015736,21-29,Male,Male 21-29,1,23,1,540,575,17,35,29.1,1140,1175,17,30,34
2023016083,2023008381,2023001374,21-29,Male,Male 21-29,2,23,1,450,495,20,45,26.7,990,1030,20,40,30
2023054010,2023028359,2023004724,60+,Male,Male 60+,2,23,1,360,405,11,45,14.7,570,600,11,30,22
2023090435,2023047139,2023007891,50-59,Male,Male 50-59,1,23,1,360,380,10,20,30,850,875,10,25,24
2023183754,2023093951,2023015798,50-59,Male,Male 50-59,4,23,1,780,805,10.2,25,24.5,1330,1360,12.5,30,25
2023171220,2023087468,2023014704,30-39,Male,Male 30-39,3,23,1,510,540,21,30,42,1020,1050,21,30,42
2023082830,2023042921,2023007168,50-59,Female,Female 50-59,4,23,1,420,460,15,40,22.5,1035,1075,15,40,22.5
2023025550,2023013406,2023002219,30-39,Male,Male 30-39,1,23,1,480,510,12,30,24,1020,1045,12,25,28.8
2023181454,2023092618,2023015585,60+,Female,Female 60+,1,23,1,405,455,10,50,12,1050,1110,10,60,10
2023000307,2023000218,2023000032,40-49,Female,Female 40-49,1,23,1,459,489,14,30,28,1045,1075,14,30,28
2023164438,2023083977,2023014135,60+,Female,Female 60+,5,23,1,420,460,12,40,18,1050,1080,12,30,24
2023159897,2023081777,2023013751,50-59,Male,Male 50-59,3,23,1,360,435,50,75,40,1110,1185,50,75,40
2023133428,2023068518,2023011466,60+,Male,Male 60+,2,23,1,300,330,11,30,22,870,900,11,30,22
2023064213,2023033504,2023005624,40-49,Female,Female 40-49,2,23,1,401,426,12.9,25,31,1002,1036,12.9,34,22.8
2023187002,2023095813,2023016106,30-39,Male,Male 30-39,4,23,1,540,570,20,30,40,1110,1140,20,30,40
2023121241,2023062856,2023010524,17-20,Male,Male 17-20,3,23,1,500,534,18.3,34,32.3,1020,1050,18.3,30,36.6
2023184264,2023094337,2023015860,17-20,Male,Male 17-20,5,23,1,360,390,20,30,40,1050,1080,20,30,40
2023055672,2023029208,2023004868,21-29,Male,Male 21-29,4,23,1,540,590,14,50,16.8,1110,1160,14,50,16.8
2023096291,2023050647,2023008465,30-39,Male,Male 30-39,2,23,1,420,495,45,75,36,1080,1155,45,75,36
2023183430,2023093809,2023015778,40-49,Female,Female 40-49,2,23,1,410,470,21,60,21,1050,1110,21,60,21
2023140312,2023072003,2023012069,60+,Male,Male 60+,1,23,1,360,400,17,40,25.5,900,940,17,40,25.5
2023118589,2023061622,2023010327,50-59,Male,Male 50-59,1,23,1,380,420,27,40,40.5,930,970,27,40,40.5
2023044853,2023023825,2023003958,30-39,Male,Male 30-39,4,23,1,500,545,11,45,14.7,1110,1145,11,35,18.9
2023086692,2023045144,2023007531,50-59,Female,Female 50-59,1,23,1,450,478,18,28,38.6,960,990,18,30,36
2023188271,2023096400,2023016200,40-49,Male,Male 40-49,3,23,1,465,555,30,90,20,1050,1140,30,90,20
2023109145,2023057095,2023009574,40-49,Male,Male 40-49,3,23,1,450,525,26,45,34.7,990,1050,26,60,26
2023199354,2023102035,2023017142,30-39,Male,Male 30-39,3,23,1,420,560,70,140,30,990,1110,70,120,35
2023017319,2023009052,2023001475,40-49,Male,Male 40-49,1,23,1,420,480,40,60,40,900,975,40,75,32
2023003693,2023002006,2023000324,50-59,Male,Male 50-59,4,23,1,210,240,17,30,34,900,975,17,75,13.6
2023158906,2023081278,2023013659,30-39,Male,Male 30-39,1,23,1,420,450,17,30,34,960,1005,17,45,22.7
2023080888,2023041849,2023006989,40-49,Male,Male 40-49,3,23,1,330,360,15,30,30,870,900,15,30,30
2023017166,2023008957,2023001461,30-39,Male,Male 30-39,4,23,1,330,360,13,30,26,1080,1120,13,40,19.5
2023038481,2023020582,2023003368,50-59,Male,Male 50-59,2,23,1,360,400,13,40,19.5,1080,1120,13,40,19.5
2023153622,2023078570,2023013213,30-39,Male,Male 30-39,2,23,1,510,540,20,30,40,725,760,20,35,34.3
2023023384,2023012133,2023002009,30-39,Female,Female 30-39,2,23,1,420,480,40,60,40,1080,1140,40,60,40
2023166904,2023085213,2023014321,21-29,Male,Male 21-29,2,23,1,398,500,75,102,44.1,980,1080,75,100,45
2023035262,2023018433,2023003021,50-59,Female,Female 50-59,2,23,1,390,450,30,60,30,1080,1140,30,60,30
2023189576,2023097106,2023016314,50-59,Male,Male 50-59,2,23,1,390,420,20,30,40,930,975,20,45,26.7
2023080968,2023041893,2023006995,30-39,Male,Male 30-39,5,23,1,450,470,15,20,45,970,990,15,20,45
2023137029,2023070352,2023011789,50-59,Male,Male 50-59,2,23,1,420,450,15,30,30,1020,1050,15,30,30
2023092620,2023048451,2023008108,40-49,Male,Male 40-49,4,23,1,480,505,10.5,25,25.2,990,1015,10.5,25,25.2
2023030261,2023015802,2023002606,40-49,Female,Female 40-49,3,23,1,450,500,32,50,38.4,1003,1055,32,52,36.9
2023127247,2023065650,2023010983,50-59,Female,Female 50-59,4,23,1,465,485,10.1,20,30.3,1080,1105,10.1,25,24.2
2023006014,2023003329,2023000541,40-49,Female,Female 40-49,4,23,1,460,472,10,12,50,905,920,10,15,40
2023121225,2023062851,2023010523,50-59,Male,Male 50-59,5,23,1,420,465,29,45,38.7,1020,1065,29,45,38.7
2023164999,2023084292,2023014182,21-29,Female,Female 21-29,5,23,1,420,460,12,40,18,1020,1080,12,60,12
2023067903,2023035593,2023005961,50-59,Male,Male 50-59,5,23,1,385,410,12,25,28.8,1005,1025,12,20,36
